"Lat","Lon","Code","Vel","Network","Description"
34.87632,-117.91109,BOO,301,SCSN,'SO.BASE BOOSTER CLUB'
33.26820,-116.41720,BOR,686,SCSN,'Borrego Springs'
32.97899,-115.54936,BR2,301,SCSN,'BRAWLEY'
32.97899,-115.54936,BRA,301,SCSN,'BRAWLEY'
33.81000,-117.98170,BRE,301,SCSN,'Barre Substation'
33.17139,-116.17470,BRG,372,SCSN,'BORREGO MTN'
34.39217,-119.45038,BRH,372,SCSN,'BARROWS RANCH S.B.'
33.97145,-116.91265,BRS,724,SCSN,'BANNING RANGER STAT'
34.61206,-117.96354,BRT,301,SCSN,'BERTELL RANCH'
33.01255,-115.21993,BTC,301,SCSN,'BRUNTS CORNER'
34.25698,-117.00521,BTL,724,SCSN,'BUTLER PEAK'
34.68170,-118.57380,BTP,724,SCSN,'BURNT PEAK'
34.07618,-118.39590,BVH,301,SCSN,'BEVERLY HILLS'
33.49150,-116.66700,BZN,686,SCSN,'BUZZ NORTHERNS PLACE'
34.15573,-118.64093,CAB,301,SCSN,'CALABASAS'
33.49296,-116.72386,CAH,686,SCSN,'CAHUILLA VALLEY'
35.10331,-117.94924,CAL,301,SCSN,'CALIFORNIA CITY'
34.14010,-118.62839,CALB,372,SCSN,'CALABASAS'
34.25451,-119.03419,CAM,464,SCSN,'CAMARILLO HILLS'
33.38852,-117.19054,CAP,686,SCSN,'Capra Ranch'
37.57480,-118.55150,CAS,464,SCSN,'Casa Diablo Mountain'
35.05071,-116.34534,CAV,464,SCSN,'CAVE MTN'
32.91580,-116.25226,CBK,686,SCSN,'CANEBRAKE'
33.42923,-115.46543,CCM,301,SCSN,'CHOCOLATE CHIP'
34.36083,-116.94090,CCR,372,SCSN,'CRYSTAL CREEK'
34.83007,-116.33717,CDY,301,SCSN,'CADY MOUNTAINS'
34.33296,-118.02387,CFL,724,SCSN,'CHILAO FLAT'
34.03521,-117.11189,CFT,372,SCSN,'CRAFTON HILLS'
36.19015,-117.62402,CGS,686,SCSN,'CHINA GARDENS SOUTH'
33.29624,-115.33693,CH2,686,SCSN,'CHOCOLATE MTN'
34.33340,-118.02590,CHF,724,SCSN,'CHILAO FLAT RNGR STA'
34.55304,-114.57275,CHM,686,SCSN,'CHEMEHUEVI MTNS.'
33.99879,-117.68044,CHN,301,SCSN,'Chino'
34.80833,-119.01167,CHP,372,SCSN,'CHUCHUPATE'
37.65500,-118.90420,CHS,724,SCSN,'Casa Diablo Hot Springs, CA'
34.80800,-119.01200,CHU,372,SCSN,'CHUCHUPATE'
33.40200,-118.41520,CIA,464,SCSN,'CATALINA ISL AIRPORT'
33.40671,-118.40417,CIS,724,SCSN,'SANTA CATALINA ISLAN'
33.46566,-118.55152,CIW,724,SCSN,'CATALINA ISLAND WEST'
34.52978,-118.14450,CJV,464,SCSN,'CASA JUVAN'
34.13636,-117.17548,CKC,464,SCSN,'COOK CANYON'
33.13000,-115.52000,CLA,301,SCSN,'CALIPATRIA'
35.81574,-117.59751,CLC,301,SCSN,'CHINA LAKE'
33.14029,-115.52658,CLI,301,SCSN,'CALIPATRIA'
34.09613,-117.72297,CLM,372,SCSN,'CLAREMONT'
34.09316,-117.31671,CLT,372,SCSN,'CALECTRIC'
38.03492,-120.38594,CMB,686,SCSN,'COLUMBIA COLLEGE'
33.84524,-115.34351,CO2,372,SCSN,'COXCOMB MTN'
32.86341,-115.12339,COA,301,SCSN,'COACHELLA'
32.84946,-115.72788,COK,301,SCSN,'COOK RANCH'
33.89604,-118.21639,COO,301,SCSN,'COMPTON'
33.86054,-117.51049,COQ,686,SCSN,'CORONA QUARRY'
33.30490,-115.35409,COT,301,SCSN,'CHOCOLATE MTN (OLD)'
33.87255,-115.32877,COX,686,SCSN,'COXCOMB MTN (OLD)'
33.36296,-116.31114,COY,686,SCSN,'COYOTE MTN'
32.89244,-117.10143,CPE,464,SCSN,'CAMP ELLIOT'
34.15442,-116.19771,CPM,686,SCSN,'COPPER MTN'
34.06020,-117.80900,CPP,301,SCSN,'CAL POLY POMONA'
33.30339,-117.34081,CPT,301,SCSN,'CAMP PENDLETON'
37.24167,-122.13033,CRC,464,SCSN,'CASTLE ROCK'
35.24220,-119.72486,CRG,372,SCSN,'CROCKER GRADE'
33.87574,-117.56106,CRN,372,SCSN,'CORONA'
32.88682,-115.96918,CRR,372,SCSN,'CARRIZO'
34.24336,-117.26248,CRS,724,SCSN,'CRESTLINE'
33.56540,-116.73730,CRY,301,SCSN,'CARY RANCH'
34.29796,-117.35833,CSP,724,SCSN,'CEDAR SPRINGS'
33.65460,-115.98990,CTC,372,SCSN,'Cactus City'
33.67728,-115.87214,CTW,372,SCSN,'COTTONWOOD MTNS'
36.43988,-118.08016,CWC,686,SCSN,'COTTONWOOD CREEK'
32.73458,-115.55859,DAH,301,SCSN,'DAHLIA CANAL'
34.63710,-115.38050,DAN,301,SCSN,'DANBY'
37.51950,-119.83200,DAR,686,SCSN,'DARRAH'
33.73521,-117.06289,DB2,686,SCSN,'DOUBLE BUTTE'
33.73337,-117.09798,DBB,724,SCSN,'DOUBLE BUTTE (OLD)'
34.97877,-118.36107,DBM,372,SCSN,'DOUBLE MTN'
34.25353,-118.33383,DEC,464,SCSN,'Green Verdugo Microwave Site'
33.93500,-116.57700,DEV,301,SCSN,'DEVERS'
33.64996,-117.00948,DGR,724,SCSN,'DOMENIGONI RESERVOIR'
34.01236,-118.38771,DH1,301,SCSN,'BALDWIN HILLS'
34.01236,-118.38771,DH2,301,SCSN,'BALDWIN HILLS'
34.01236,-118.38771,DHB,301,SCSN,'BALDWIN HILLS'
34.01236,-118.38771,DHB1,301,SCSN,'BALDWIN HILLS'
34.01236,-118.38771,DHB2,301,SCSN,'BALDWIN HILLS'
33.92638,-116.38629,DHS,301,SCSN,'DESERT HOT SPRINGS'
34.10580,-118.45380,DJJ,464,SCSN,'DONNA JONES JENKINS'
34.10580,-118.45380,DJJB,464,SCSN,'Donna Jenkins Borehole'
33.84822,-118.09624,DLA,301,SCSN,'Del Amo'
34.17003,-117.81083,DLT,724,SCSN,'DALTON'
32.99862,-116.94153,DPP,686,SCSN,'Dos Picos County Park'
33.70884,-117.00390,DR1,724,SCSN,'HEMET'
33.68305,-117.10398,DR2,686,SCSN,'HEMET'
32.80540,-115.44654,DRC,301,SCSN,'DESERT RESEARCH CENT'
35.26742,-117.84581,DTP,686,SCSN,'DESERT TORTOISE PARK'
34.19986,-117.32899,DVL,724,SCSN,'DEVIL CANYON'
33.84905,-115.47394,EAG,372,SCSN,'EAGLE MTN'
32.80000,-116.95000,ECA,301,SCSN,'EL CAJON'
32.79841,-115.54910,ECC,301,SCSN,'EL CENTRO'
34.45801,-119.09154,ECF,464,SCSN,'ECHO FALLS'
34.88303,-117.99106,EDW,686,SCSN,'EDWARDS AFB'
34.52950,-117.64350,EL2,301,SCSN,'EL MIRAGE'
32.78140,-115.53560,ELC,301,SCSN,'EL CENTRO'
33.58130,-116.44960,ELKS,372,SCSN,'ELKS LODGE'
34.52638,-117.64064,ELM,301,SCSN,'EL MIRAGE'
33.14747,-115.83335,ELR,301,SCSN,'ELMORE RANCH'
33.64698,-117.42812,ELS,686,SCSN,'ELSINORE MTN'
32.89131,-116.84599,EML,686,SCSN,'El Monte County Park'
32.73921,-114.98521,EMS,301,SCSN,'EAST MESA'
32.74311,-115.66354,ERP,301,SCSN,'ERNIES PLACE'
33.11680,-115.82270,ERR,372,SCSN,'Elmore's Ranch'
33.91636,-118.42067,ESG,372,SCSN,'EL SEGUNDO'
33.94059,-116.40839,EW2,724,SCSN,'EAST WIDE CANYON'
33.93725,-116.38214,EWC,724,SCSN,'EAST WIDE CANYON'
34.30985,-117.81000,FAL,724,SCSN,'FALLING SPRINGS'
34.73210,-119.98410,FIG,724,SCSN,'FIGUEROA MOUNTAIN'
34.42335,-118.83531,FIL,372,SCSN,'FILMORE'
33.87148,-117.97646,FLA,301,SCSN,'FULLERTON AIRPORT'
34.39727,-118.91807,FLL,301,SCSN,'FILLMORE'
34.97036,-117.03909,FLS,464,SCSN,'FLASH2 PEAK'
33.71828,-118.28485,FMA,372,SCSN,'FORT MACARTHUR'
33.71264,-118.29381,FMP,372,SCSN,'Fort MacArthur Park'
33.38306,-115.63844,FNK,301,SCSN,'FRINK'
34.09957,-117.43876,FON,372,SCSN,'FONTANA'
34.74431,-118.23255,FOX,301,SCSN,'FOX AIRPORT'
35.08200,-117.58267,FPC,686,SCSN,'FEDERAL PRISON CAMP'
33.49470,-116.60220,FRD,686,SCSN,'FORD RANCH'
33.75722,-116.06228,FRG,724,SCSN,'FARGO CANYON'
36.99161,-119.70924,FRI,301,SCSN,'FRIANT'
33.40209,-115.63835,FRK,372,SCSN,'FRINK'
34.87151,-118.90020,FTC,686,SCSN,'FORT TEJON'
33.87170,-117.92251,FUL,301,SCSN,'FULLERTON'
36.46720,-116.86350,FUR,464,SCSN,'FURNACE CREEK'
35.21367,-117.75551,GAL,686,SCSN,'GALILEO'
34.02248,-117.50492,GAV,686,SCSN,'GLEN AVON'
34.13165,-118.31978,GFP,372,SCSN,'GRIFFITH PARK'
33.05200,-114.82700,GLA,686,SCSN,'GLAMIS'
33.60140,-116.47810,GLAC,686,SCSN,'GLACIER PASS'
37.75400,-118.74500,GLM,301,SCSN,'GLASS MOUNTAIN'
33.16000,-117.23000,GOR,686,SCSN,'GREEN OAK RANCH'
35.64940,-117.66190,GPO,301,SCSN,'GEOTHERMAL PROG OFF'
34.11830,-118.29940,GR2,724,SCSN,'GRIFFITH OBSERVATORY'
36.98326,-117.35915,GRA,301,SCSN,'Grapevine Ranger Station, Deat'
34.11920,-118.30040,GRF,724,SCSN,'GRIFFITH PARK OBSERV'
34.30803,-118.55954,GRH,372,SCSN,'GRANADA HILLS'
34.80481,-115.60705,GRP,686,SCSN,'GRANITE PASS'
34.13677,-118.12830,GSA,372,SCSN,'GEOL. SURV. ANAL.'
35.30176,-116.80572,GSC,686,SCSN,'GOLDSTONE'
34.29460,-116.35600,GTM,686,SCSN,'GOAT MOUNTAIN'
34.04970,-118.11997,GVR,372,SCSN,'GARVEY RESERVOIR'
36.18665,-116.67133,GWV,686,SCSN,'GREENWATER VALLEY,CA'
36.13664,-117.94753,HAI,301,SCSN,'HAIWEE'
35.51000,-118.51667,HAV,686,SCSN,'HAVILAH'
33.70736,-115.63892,HAY,301,SCSN,'HAYFIELD'
33.99404,-118.38406,HCM,372,SCSN,'HOLY CROSS MAUSOLEUM'
34.40074,-116.28736,HDB,686,SCSN,'Hidalgo Marine Base'
34.42886,-116.30580,HDG,686,SCSN,'HIDALGO MTN'
34.82940,-116.33500,HEC,724,SCSN,'HECTOR'
34.17639,-118.35980,HLL,301,SCSN,'North Hollywood'
34.12128,-117.21897,HLN,372,SCSN,'HIGHLAND'
33.70883,-117.00392,HMT,724,SCSN,'HEMET'
34.83886,-117.24753,HOD,686,SCSN,'HODGE'
34.45825,-117.84505,HOL,724,SCSN,'HOLCOMB RIDGE'
33.31440,-116.58236,HOT,686,SCSN,'HOT SPRINGS MTN'
32.74691,-115.56259,HSP,301,SCSN,'HOSPITAL'
34.86532,-117.56975,HYS,301,SCSN,'HAYSTACK BUTTE'
32.65012,-116.10948,IKP,686,SCSN,'INKOPAH'
33.81672,-116.23040,IND,372,SCSN,'INDIO HILLS'
32.98865,-115.31024,ING,301,SCSN,'INGRAM RANCH'
33.93572,-116.19512,INS,724,SCSN,'INSPIRATION'
33.97048,-118.33525,IPC,372,SCSN,'INGLEWOOD PK CEMETER'
34.38807,-118.39972,IR2,464,SCSN,'IRON CANYON'
34.38851,-118.40304,IRC,464,SCSN,'IRON CANYON'
34.16005,-115.18476,IRN,686,SCSN,'IRON MTN'
33.19086,-115.42904,IRS,301,SCSN,'IRIS'
35.66278,-118.47403,ISA,301,SCSN,'ISABELLA'
37.94659,-120.43927,JAS,464,SCSN,'JAMESTOWN'
35.31578,-118.04546,JAW,301,SCSN,'JAWBONE CANYON'
33.08590,-116.59590,JCS,686,SCSN,'JULIAN CAMP STEVENS'
34.30870,-118.50260,JFP,301,SCSN,'JENSEN FILTRATION PL'
35.35157,-117.67291,JFS,686,SCSN,'JOSEPH F STATEN'
34.44795,-117.95705,JNH,372,SCSN,'JUNIPER HILLS'
35.98230,-117.80760,JRC,686,SCSN,'JOSHUA RIDGE/COSO'
33.81405,-115.90095,JTR,724,SCSN,'JOSHUA TREE PARK'
33.04817,-116.61357,JUL,301,SCSN,'JULIAN'
34.46969,-117.87867,JUN,724,SCSN,'JUNIPER HILLS (OLD)'
34.36622,-116.61266,JVA,301,SCSN,'Johnson Valley'
33.04024,-115.70177,KBY,301,SCSN,'KOBAYASHI RANCH'
33.63856,-116.65425,KEE,372,SCSN,'KEEN CAMP'
34.15037,-118.10156,KIK,372,SCSN,'KINEMETRICS'
35.48333,-118.52833,KNO,686,SCSN,'KNOX RANCH'
33.71410,-116.71190,KNW,686,SCSN,'KEENWILD FIRE STA.'
35.32665,-119.74590,KRC,372,SCSN,'KING RANCH'
34.10120,-118.88017,KYP,464,SCSN,'KEY POINT'
33.86930,-118.33106,LAF,372,SCSN,'LA FRESA'
34.72683,-118.05177,LAN,301,SCSN,'LANCASTER'
33.62798,-116.28051,LAQ,301,SCSN,'LA QUINTA'
34.76597,-116.28880,LAV,464,SCSN,'LAVIC'
34.00033,-118.37794,LCG,372,SCSN,'LA CIENEGA'
37.23462,-117.64803,LCH,686,SCSN,'LAST CHANCE RANGE NV'
33.83999,-118.19521,LCL,301,SCSN,'LOS CERRITOS MUSEUM'
34.01786,-118.28784,LCM,301,SCSN,'LA MUSEUM NAT. HIST.'
35.07810,-115.10960,LDF,686,SCSN,'Landfair'
34.46770,-115.93729,LED,686,SCSN,'LEAD MTN'
34.63064,-118.30505,LEO,301,SCSN,'LEONA VALLEY'
34.61462,-118.29104,LEV,301,SCSN,'LEONA VALLEY'
34.30500,-118.48790,LFP,301,SCSN,'Los Angeles Filtration Plant'
33.97559,-118.14915,LGB,301,SCSN,'Laguna Bell'
33.60700,-117.75800,LGC,464,SCSN,'LAKEWOOD GOLF COURSE'
34.10819,-119.06587,LGU,372,SCSN,'LAGUNA PEAK'
34.67092,-118.41259,LHU,724,SCSN,'LAKE HUGHES'
34.59092,-117.84890,LJB,686,SCSN,'LOVEJOY BUTTE'
34.61600,-117.82440,LKL,301,SCSN,'LAKE LOS ANGELES'
34.48532,-117.84648,LLN,372,SCSN,'LLANO'
33.68474,-117.94286,LLS,301,SCSN,'Ellis'
33.78811,-118.05007,LNA,301,SCSN,'LOS ALAMITOS'
34.72444,-119.09279,LOK,301,SCSN,'LOCKWOOD VALLEY'
33.79567,-118.28013,LOM,372,SCSN,'LOMITA'
35.47942,-117.68211,LRL,686,SCSN,'LAUREL MTN RADIO FAC'
35.47737,-117.69000,LRM,686,SCSN,'LAUREL MTN'
34.52629,-118.02867,LRR,301,SCSN,'LITTLE ROCK RESERVOI'
34.52149,-117.99099,LT2,301,SCSN,'LITTLEROCK'
33.49378,-115.07700,LTC,686,SCSN,'LIT. CHUCKAWALLA MTN'
33.91505,-114.91908,LTM,686,SCSN,'LITTLE MARIA MTNS'
33.88110,-118.17568,LTP,301,SCSN,'Lighthipe'
34.52110,-117.99030,LTR,301,SCSN,'LITTLEROCK'
34.45476,-116.96474,LUC,301,SCSN,'LUCERNE VALLEY'
34.36610,-117.36580,LUG,372,SCSN,'LUGO'
33.35160,-116.56150,LVA2,686,SCSN,'LOST VLY BOYSCOUT CP'
35.36165,-118.92282,MAG,372,SCSN,'SCE MAGUNDON PLANT'
35.00260,-119.34022,MAR,372,SCSN,'MARICOPA'
34.22641,-116.04082,MCT,686,SCSN,'Marine Combat Center Twentynin'
33.91380,-117.00067,MDA,464,SCSN,'MOUNT DAVIS'
37.63230,-119.07900,MDP,724,SCSN,'Mammoth Devils Postpile'
33.63538,-116.02928,MEC,464,SCSN,'MECCA HILLS'
33.81841,-116.36874,MGE,301,SCSN,'Mirage'
34.13700,-118.12600,MIK,372,SCSN,'Millikan Library, Caltech'
33.41621,-116.08171,MIR,301,SCSN,'MARTINEZ INDIAN RESE'
33.74000,-118.33500,MIS,372,SCSN,'Mira Catalina School'
37.63014,-118.83611,MLAC,724,SCSN,'MAMMOTH'
34.09125,-116.93713,MLL,372,SCSN,'MILL CREEK'
34.00460,-117.56090,MLS,301,SCSN,'MIRA LOMA SUBSTATION'
37.41993,-119.74359,MMI,686,SCSN,'MIAMI MOUNTAIN'
37.41494,-119.72926,MNP,686,SCSN,'MENLO PARK'
34.45690,-118.44440,MNT,464,SCSN,'MINT CANYON'
32.89270,-116.42250,MONP,686,SCSN,'Monument Peak'
34.28085,-118.90490,MOP,301,SCSN,'MOORPARK'
34.15587,-116.50247,MOV,372,SCSN,'MORONGO VALLEY (OLD)'
36.05799,-117.48901,MPM,686,SCSN,'MANUEL PROSPECT MINE'
34.06137,-116.54380,MRV,724,SCSN,'MORONGO VALLEY'
33.80840,-116.96800,MSJ,301,SCSN,'Mt. San Jacinto Campus'
37.63210,-118.96607,MTC,372,SCSN,'TAC ROOM'
34.26880,-118.23740,MTL,724,SCSN,'MOUNT LUKENS'
35.48500,-115.55300,MTP,686,SCSN,'MOUNTAIN PASS'
37.35328,-118.56439,MTU,686,SCSN,'TUNGSTEN HILLS'
34.22368,-118.05287,MWC,724,SCSN,'MOUNT WILSON'
34.82482,-114.59942,NEE,372,SCSN,'NEEDLES'
34.39148,-118.59946,NHL,464,SCSN,'NEWHALL'
36.12799,-116.15364,NOP,686,SCSN,'NOPAH RANGE, NEV'
34.22869,-118.55829,NOT,301,SCSN,'NORTHRIDGE'
33.55610,-115.94650,NSS,301,SCSN,'North Shore Salton Sea'
33.08732,-115.69266,NW2,301,SCSN,'NEW RIVER'
33.10174,-115.68427,NWR,301,SCSN,'NEW RIVER (OLD)'
34.36363,-118.78439,OAK,372,SCSN,'OAKRIDGE'
34.34361,-118.61442,OAT,372,SCSN,'OAT MOUNTAIN'
33.16740,-115.63744,OBB,301,SCSN,'OBSIDIAN BUTTE'
33.78816,-117.84400,OGC,301,SCSN,'ORANGE (CHAPMAN)'
34.39681,-119.29923,OKV,372,SCSN,'OAKVIEW'
33.94551,-117.92368,OLI,372,SCSN,'Olinda'
32.60780,-116.93035,OLP,464,SCSN,'OTAY LAKES PARK'
33.43142,-117.11806,OLY,686,SCSN,'MOUNT OLYMPUS'
33.56623,-115.76994,ORK,686,SCSN,'ORICOPIA MOUNTAIN'
39.55555,-121.21766,ORV,686,SCSN,'ORVILLE'
34.61450,-118.72350,OSI,372,SCSN,'OSITO AUDIT'
36.24912,-120.34292,PAR,372,SCSN,'ANTICLINE RIDGE'
34.14844,-118.17113,PAS,724,SCSN,'PASADENA'
34.14844,-118.17113,PASA,724,SCSN,'PASADENA'
35.16131,-120.47458,PBI,372,SCSN,'BIDDLE'
34.05304,-117.79144,PCF,301,SCSN,'POMONA'
36.09379,-120.43559,PCR,301,SCSN,'CURRY MOUNTAIN'
34.44209,-118.58228,PDE,464,SCSN,'PARDEE'
33.96273,-118.43702,PDR,372,SCSN,'PLAYA DEL REY'
34.12084,-117.63793,PDU,372,SCSN,'Padua'
33.89198,-117.16135,PEC,686,SCSN,'PERRIS'
34.16689,-117.87009,PEM,724,SCSN,'PINE MTN'
33.61170,-116.45940,PFO,686,SCSN,'PINYON FLAT OBSERV'
36.34881,-117.06667,PGE,686,SCSN,'PANAMINT RANGE CAL'
35.18381,-120.62791,PGW,372,SCSN,'GRACE WEST'
35.68213,-121.15343,PHC,724,SCSN,'HEARST CASTLE'
35.40770,-120.54562,PHL,686,SCSN,'PARK HILL'
32.91425,-114.64391,PIC,372,SCSN,'PICACHO PEAK'
34.74036,-115.09477,PIU,686,SCSN,'PIUTE MTNS.'
35.90646,-120.68326,PIV,372,SCSN,'INDIAN VALLEY'
34.44734,-119.61721,PKL,464,SCSN,'PARK LANE'
34.89556,-119.82084,PKM,464,SCSN,'PEAK MTN'
33.82434,-116.51209,PLC,301,SCSN,'PALM SPGS CITY HALL'
34.96857,-119.06899,PLE,372,SCSN,'PLEITO HILLS'
33.35370,-116.86270,PLM,686,SCSN,'PALOMAR'
33.79530,-117.60906,PLS,724,SCSN,'PLEASANTS PEAK'
32.73123,-114.73012,PLT,686,SCSN,'PILOT KNOB'
35.42980,-120.52124,PMG,686,SCSN,'SANTA MARGARITA'
33.97738,-115.80161,PNM,686,SCSN,'PINTO MTNS'
33.68699,-116.92402,POB,686,SCSN,'POLLY BUTTE'
35.26047,-120.88542,PPB,372,SCSN,'POINT BUCHON'
36.10829,-120.72209,PPT,372,SCSN,'PEACH TREE VALLEY'
36.25612,-120.62093,PRC,686,SCSN,'ROACH CANYON'
36.14162,-120.66593,PRI,464,SCSN,'PRIEST'
33.78000,-117.23333,PRR,301,SCSN,'PERRIS'
36.02529,-120.88926,PSA,372,SCSN,'SAN ARDO'
36.06963,-120.59559,PSM,372,SCSN,'SMITH MOUNTAIN'
33.79371,-116.54968,PSP,686,SCSN,'PALM SPRINGS'
34.00443,-118.80686,PTD,372,SCSN,'POINT DUME'
32.93000,-115.70000,PTF,301,SCSN,'PARACHUTE TEST FACIL'
34.58132,-120.57241,PTQ,724,SCSN,'TRANQUILLION MTN'
33.78939,-118.40199,PVP,372,SCSN,'PALOS VERDES'
33.75237,-118.37171,PVR,372,SCSN,'PALOS VERDES'
34.56784,-118.74190,PYR,724,SCSN,'PYRAMID'
34.74909,-118.71518,QAL,724,SCSN,'QUAIL LAKE'
35.96420,-116.86750,QSM,372,SCSN,'Queen of Sheba Mine'
34.39589,-118.49851,QUG,372,SCSN,'QUIGLEY STATION'
34.68289,-116.15139,RAG,372,SCSN,'Ragtown'
34.03749,-116.81306,RAY,724,SCSN,'RAYWOOD FLAT'
34.30736,-116.35130,RCH,686,SCSN,'RECHE MTN'
33.77730,-118.13345,RCP,372,SCSN,'RECREATION PARK'
36.30523,-119.24384,RCT,301,SCSN,'RECTOR'
33.63000,-116.84780,RDM,686,SCSN,'RED MOUNTAIN'
35.74883,-117.62900,RG2,301,SCSN,'RIDGECREST'
35.84080,-117.66060,RGC,301,SCSN,'RIDGECREST'
34.28200,-118.47924,RIN,464,SCSN,'Rinaldi'
34.10473,-117.97956,RIO,301,SCSN,'Rio Hondo'
34.64384,-116.62438,RMM,686,SCSN,'RODMAN MOUNTAIN'
34.21283,-116.57630,RMR,724,SCSN,'RIMROCK'
34.62969,-116.60564,ROD,686,SCSN,'RODMAN MTN'
33.74329,-118.40426,RPV,464,SCSN,'RANCHO PALOS VERDES'
33.88217,-117.36646,RRS,686,SCSN,'RIVERSIDE'
34.90000,-117.03000,RRX,372,SCSN,'EDISON BARSTOW SERVICE CENTER,'
33.97310,-117.32720,RSB,372,SCSN,'RIVERSIDE BOREHOLE'
32.92558,-115.49993,RSE,301,SCSN,'ROSE PUMP'
33.97327,-117.32674,RSS,372,SCSN,'RIVERSIDE SURFACE'
32.97222,-114.97809,RUN,372,SCSN,'RUTHVEN'
34.05050,-118.07990,RUS,301,SCSN,'RUSH'
33.99351,-117.37545,RVR,372,SCSN,'RIVERSIDE'
34.03472,-114.51875,RVS,686,SCSN,'RIVERSIDE MTNS'
34.64341,-119.35224,RYS,464,SCSN,'REYES PEAK'
34.08087,-118.66554,SAD,372,SCSN,'SADDLE PEAK'
34.01333,-119.43717,SAI,464,SCSN,'ANACAPA ISLAND'
33.27989,-115.98617,SAL,301,SCSN,'SALTON CITY'
33.70432,-117.88578,SAN,301,SCSN,'SANTA ANA'
33.70796,-117.89143,SAT,301,SCSN,'SANTA ANA, THORN. PK'
34.01335,-119.43803,SBA,464,SCSN,'ANACAPA ISLAND'
34.68817,-117.82501,SBB,301,SCSN,'SADDLEBACK BUTTE'
34.44076,-119.71492,SBC,301,SCSN,'SANTA BARBARA'
33.48037,-119.02952,SBI,464,SCSN,'SANTA BARBARA ISLAND'
35.07914,-117.58287,SBK,686,SCSN,'SADDLEBACK MTN'
34.23236,-117.23488,SBP,724,SCSN,'STRAWBERRY PEAK'
34.23217,-117.23483,SBPX,724,SCSN,'STRAWBERRY PEAK'
34.01916,-118.28598,SC1,301,SCSN,'UNIV. SOUTHERN CAL.'
34.01916,-118.28598,SC2,301,SCSN,'UNIV. SOUTHERN CAL.'
34.01916,-118.28598,SC3,301,SCSN,'UNIV. SOUTHERN CAL.'
34.94094,-120.17297,SCC,372,SCSN,'COLSON CANYON'
34.36841,-119.34467,SCD,464,SCSN,'CASITAS DAM'
32.97990,-118.54704,SCI,372,SCSN,'SAN CLEMENTE ISLAND'
34.10647,-118.45533,SCY,464,SCSN,'STONE CANYON RESERVO'
33.99550,-119.63531,SCZ,372,SCSN,'SANTA CRUZ ISLAND'
33.55282,-117.66127,SDD,372,SCSN,'SADDLEBACK'
35.37652,-117.88838,SDL,686,SCSN,'SALTDALE'
32.60800,-116.92900,SDR,464,SCSN,'San Diego Road Department, Spr'
34.60953,-117.07593,SDW,301,SCSN,'SIDEWINDER MINE'
34.43667,-119.13818,SES,372,SCSN,'SUMMIT ELEMENTARY SCHOOL'
32.64933,-115.72638,SGL,372,SCSN,'SIGNAL MTN'
34.23869,-115.71349,SHE,301,SCSN,'Sheep Hole Mtn'
34.18771,-115.65528,SHH,686,SCSN,'SHEEPHOLE MTNS'
35.89950,-116.27570,SHO,372,SCSN,'SHOSHONE'
33.63270,-116.44450,SHUM,686,SCSN,'SHUMWAY RANCH'
34.34802,-116.82746,SIL,724,SCSN,'SILVER PEAK'
35.35017,-119.99653,SIM,301,SCSN,'SIMMLER'
34.29300,-119.16460,SIO,372,SCSN,'SATICO'
34.20453,-118.78073,SIP,724,SCSN,'SIMI PEAK'
33.62004,-117.84583,SJQ,464,SCSN,'SAN JOAQUIN RES.'
33.48725,-117.68114,SJU,301,SCSN,'SAN JUAN CAPISTRANO'
33.77575,-117.10712,SKY,686,SCSN,'SKY MESA'
35.89000,-117.28000,SLA,686,SCSN,'SLATE MOUNTAIN'
34.49593,-119.71435,SLC,464,SCSN,'LA CUMBRE PEAK'
37.07700,-121.22100,SLD,464,SCSN,'SAN LUIS DAM'
34.10946,-119.06496,SLG,372,SCSN,'LAGUNA PEAK'
37.83400,-119.12870,SLK,372,SCSN,'Silver Lake'
34.55353,-120.39819,SLP,464,SCSN,'LOMPOC'
33.26488,-115.92420,SLT,301,SCSN,'SALTON SEA TEST BASE'
33.82288,-117.35623,SME,686,SCSN,'SANTA ROSA MINE'
34.02159,-118.44675,SMF,372,SCSN,'SANTA MONICA FIELD'
35.31420,-119.99581,SMM,301,SCSN,'Simmler'
33.53561,-116.46239,SMO,686,SCSN,'SANTA ROSA MTN'
34.01467,-118.45617,SMS,372,SCSN,'SANTA MONICA FIRE ST'
32.94892,-115.72031,SMTC,372,SCSN,'SUPERSTITION MTN'
34.27128,-118.74427,SMV,301,SCSN,'SIMI VALLEY'
33.24800,-119.52400,SNCC,372,SCSN,'SAN NICOLAS ISLAND'
33.55190,-116.61290,SND,686,SCSN,'JIM SAUNDERS PLACE'
32.86184,-115.43602,SNR,301,SCSN,'SCHAFFNER RANCH'
33.43239,-117.55047,SNS,464,SCSN,'SAN ONOFRE'
32.84100,-117.24800,SOL,464,SCSN,'MOUNT SOLEDAD'
34.41600,-118.44900,SOT,301,SCSN,'SOLAMINT'
34.05933,-118.64614,SPF,464,SCSN,'Saddle Peak Fire Camp 8'
36.13560,-118.81120,SPG,301,SCSN,'Springville'
33.74667,-118.33467,SPH,372,SCSN,'SAN PEDRO HILL'
34.47204,-115.40344,SPM,686,SCSN,'SHIP MTNS'
33.82843,-117.78938,SRN,372,SCSN,'SERRANO'
35.69235,-117.75051,SRT,301,SCSN,'SNORT'
